"Data-base,""Código Município"",""Município"",""Código Estado"",""Estado"",""Sigla Região"",""Região"",""Valor Pagador PF "",""Quantidade de Transações Pagador PF"",""Valor Pagador PJ"",""Quantidade de Transações Pagador PJ"",""Valor Recebedor PF"",""Quantidade de Transações Recebedor PF"",""Valor Recebedor PJ"",""Quantidade de Transações Recebedor PJ"",""Quantidade Pagador Pessoa PF"",""Quantidade Pagador Pessoa PJ"",""Quantidade Recebedor Pessoa PF"",""Quantidade Recebedor Pessoa PJ"""
"202111,3115706,""CENTRAL DE MINAS"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",6419083.02,14094,774590.16,715,5495693.37,11616,708430.83,1677,1654,91,1625,96"
"202505,5002902,""CASSILÂNDIA"",50,""MATO GROSSO DO SUL"",""CO"",""CENTRO-OESTE"",37821049.43,159604,13503175.55,12502,37456297.38,89501,12869417.45,41310,12327,928,11679,901"
"202412,3106705,""BETIM"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",1951840081.84,11234792,4686358565.62,790978,1977256231,7053912,3327573847.93,2038451,292547,22641,293038,20929"
"202103,3202306,""GUAÇUÍ"",32,""ESPÍRITO SANTO"",""SE"",""SUDESTE"",7662194.44,16683,3496055.71,1881,7327588.47,17055,3670732.93,2648,3218,322,3656,410"
"202309,4314001,""PARAÍ"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",11757960.21,38874,45779023.51,9447,11767743.04,18400,51910744.31,53333,3208,526,2697,528"
"202111,3162609,""SÃO JOÃO DO ORIENTE"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",4765732.99,13999,753237.17,809,4347053.2,12334,915953.04,1297,1679,87,1742,95"
"202406,3507803,""BRODOWSKI"",35,""SÃO PAULO"",""SE"",""SUDESTE"",90135865.52,416494,79210683.05,47014,110185869.33,281772,69431076.6,103581,14854,1614,14785,1524"
"202505,3531704,""MONTEIRO LOBATO"",35,""SÃO PAULO"",""SE"",""SUDESTE"",5603239.78,25267,1647412.9,2465,6227614.57,15483,2145070.39,5539,2314,174,2189,168"
"202105,3531704,""MONTEIRO LOBATO"",35,""SÃO PAULO"",""SE"",""SUDESTE"",2384700.65,7467,1229075.74,846,2694910.84,7047,1205777.38,1427,1081,88,1110,90"
"202111,3106705,""BETIM"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",574023476.44,2351572,1171726584.48,205965,602214665.26,2113528,694249329.3,278798,185559,12553,191673,11632"
"202305,3531704,""MONTEIRO LOBATO"",35,""SÃO PAULO"",""SE"",""SUDESTE"",7706316.71,34703,3361888.16,3282,8682210.47,26657,3383738.9,6462,2041,154,2075,152"
"202109,3545308,""SALTO DE PIRAPORA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",38410489.57,148543,90249229.68,13200,42067456.73,135710,89600130.09,20169,16024,905,15653,866"
"202301,2807204,""SIRIRI"",28,""SERGIPE"",""NE"",""NORDESTE"",8587882.26,55842,1576159.97,1341,8376207.36,41145,1786614,1911,2893,65,2949,53"
"202210,2514701,""SÃO JOSÉ DO SABUGI"",25,""PARAÍBA"",""NE"",""NORDESTE"",4305065.38,21783,897518.59,750,4227901.24,17882,746344.74,1821,1295,43,1324,46"
"202111,1100700,""CAMPO NOVO DE RONDÔNIA"",11,""RONDÔNIA"",""NO"",""NORTE"",8062955.44,20966,5057993.67,918,7300200.92,14372,2891133.42,2097,2420,105,2184,101"
"202107,3106705,""BETIM"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",474074634.64,1721141,1299893459.22,154336,499096023.96,1630004,893067246.97,182802,165153,10811,171821,9892"
"202205,3202306,""GUAÇUÍ"",32,""ESPÍRITO SANTO"",""SE"",""SUDESTE"",28894613.45,117667,37410735.77,11410,29359956.75,94577,38276975.51,29337,9377,823,9390,838"
"202408,2501575,""BARRA DE SANTANA"",25,""PARAÍBA"",""NE"",""NORDESTE"",13206115.6,90520,1356359.9,911,13065266.99,62427,1372845.91,8967,3361,49,3251,44"
"202206,5006259,""NOVO HORIZONTE DO SUL"",50,""MATO GROSSO DO SUL"",""CO"",""CENTRO-OESTE"",6630412.57,23310,5521959.85,1731,6287190.75,19183,7165467.21,3839,1881,99,1763,92"
"202407,2514701,""SÃO JOSÉ DO SABUGI"",25,""PARAÍBA"",""NE"",""NORDESTE"",9247102.75,63720,1772753.88,2203,9082780.8,43131,2427407.47,6078,2020,120,1968,76"
"202206,4203808,""CANOINHAS"",42,""SANTA CATARINA"",""SU"",""SUL"",65634190.54,209996,41426264.03,24487,68617620.78,159841,43824441.91,48665,20462,1908,19709,1946"
"202202,5208806,""GOIANIRA"",52,""GOIÁS"",""CO"",""CENTRO-OESTE"",79486766.02,305242,51422989.41,23963,86005467.09,286866,45578513.52,44196,19840,1358,21366,1244"
"202102,3554003,""TATUÍ"",35,""SÃO PAULO"",""SE"",""SUDESTE"",56029499.39,117358,61677752.72,15534,55131601.46,118946,45447606.72,16342,23136,1998,24193,1991"
"202408,4322558,""VANINI"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",5117568.53,14093,2847178.91,1768,3357905.14,6385,4661043.21,3551,893,133,774,117"
"202112,5002902,""CASSILÂNDIA"",50,""MATO GROSSO DO SUL"",""CO"",""CENTRO-OESTE"",29240752.59,75476,14977848.68,7085,30967864.31,64300,12662212.82,14001,6905,511,7126,572"
"202503,3523701,""ITIRAPUÃ"",35,""SÃO PAULO"",""SE"",""SUDESTE"",14915603.78,119321,17192490.45,7977,15046341.35,63775,5787721.53,23125,3317,192,3287,184"
"202301,1100700,""CAMPO NOVO DE RONDÔNIA"",11,""RONDÔNIA"",""NO"",""NORTE"",15970925.91,53794,6951974.34,2051,14498987.84,33542,4936048.89,5473,3803,122,3620,125"
"202409,3523701,""ITIRAPUÃ"",35,""SÃO PAULO"",""SE"",""SUDESTE"",14004876.67,101320,11004725.36,5784,14217659.46,55857,5134385.09,16369,3191,186,3132,166"
"202012,3531704,""MONTEIRO LOBATO"",35,""SÃO PAULO"",""SE"",""SUDESTE"",697957.7,1602,157001.31,157,652926.84,1702,149023.88,189,423,34,454,45"
"202104,2917201,""ITUAÇU"",29,""BAHIA"",""NE"",""NORDESTE"",3206481.22,9294,835941.56,404,3613427.82,8802,587414.69,517,1494,84,1693,85"
"202110,3544905,""SALES OLIVEIRA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",11137237.97,32442,8129817.43,3678,10446121.22,25667,8094466.77,5375,3618,302,3371,282"
"202504,4214003,""PRESIDENTE GETÚLIO"",42,""SANTA CATARINA"",""SU"",""SUL"",49897167.52,215653,63954070.04,33042,50624866.01,104672,75561409.7,97517,10049,1349,9352,1319"
"202503,2614709,""TACAIMBÓ"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",23883297.99,171452,4663774.25,6255,22053347.7,108815,7791316.1,29202,5681,154,5519,141"
"202104,2501575,""BARRA DE SANTANA"",25,""PARAÍBA"",""NE"",""NORDESTE"",815145.51,2991,143067.03,60,915970.82,3580,45261.03,87,532,7,684,7"
"202312,4302105,""BENTO GONÇALVES"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",417500172.81,1561592,505287000.05,187136,428729054.06,890278,528401639.34,461700,72144,9737,69377,9397"
"202307,2210359,""SÃO LOURENÇO DO PIAUÍ"",22,""PIAUÍ"",""NE"",""NORDESTE"",3313722.24,27398,342537.5,523,3400010.57,17312,276030.56,1319,1240,24,1296,20"
"202303,3544905,""SALES OLIVEIRA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",24073520.92,90031,14057846.88,10171,24637977.26,61845,12787533.08,18881,5340,421,5220,411"
"202204,2310001,""PALHANO"",23,""CEARÁ"",""NE"",""NORDESTE"",7697333.04,36276,629434.62,969,7841978.19,33786,814535.85,2322,2661,76,2778,80"
"202210,3507001,""BOITUVA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",138786274.01,490293,200377423.16,73573,150377605.4,382177,193360609.96,115007,31387,3221,31165,3143"
"202105,4203808,""CANOINHAS"",42,""SANTA CATARINA"",""SU"",""SUL"",26913491.56,59908,19960784.53,8897,27583413.07,55549,21443725.42,12900,10645,1225,10383,1316"
"202301,3531704,""MONTEIRO LOBATO"",35,""SÃO PAULO"",""SE"",""SUDESTE"",6484677.38,25986,3017212.88,2726,7325335.92,20335,3581850.62,5359,1889,144,1938,150"
"202202,4305850,""COQUEIROS DO SUL"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",1059668.91,3021,419017.65,383,896112.1,2062,187605.73,544,528,47,465,47"
"202102,2210359,""SÃO LOURENÇO DO PIAUÍ"",22,""PIAUÍ"",""NE"",""NORDESTE"",216214.94,676,300,1,203098.98,678,60,1,150,1,185,1"
"202412,2501575,""BARRA DE SANTANA"",25,""PARAÍBA"",""NE"",""NORDESTE"",16814247.75,104711,2020339.27,990,16644120.87,72987,1498677.63,10425,3542,51,3409,45"
"202407,2600054,""ABREU E LIMA"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",283137130.04,2416053,106903848.37,84535,280393082.54,1762626,94153221.06,249613,61038,1988,60913,1845"
"202212,3500402,""ÁGUAS DA PRATA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",14577038.21,47964,6024266.66,3773,15545523.64,41688,6607709.56,7632,3272,230,3219,218"
"202210,2614709,""TACAIMBÓ"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",9150465.86,47363,1155062.02,1226,9301220.72,36398,3218699.71,6727,3079,72,3166,68"
"202310,2600054,""ABREU E LIMA"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",228776667.76,1828456,71873946.18,67726,228881052.22,1414152,61750446.23,175187,56069,1833,56648,1713"
"202108,3115706,""CENTRAL DE MINAS"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",4911308.13,10369,735593.15,491,5062041.66,9333,686313.42,990,1509,74,1501,73"
"202201,3202306,""GUAÇUÍ"",32,""ESPÍRITO SANTO"",""SE"",""SUDESTE"",19646637.01,77425,18761882.53,7416,20161045.4,64158,17093054.55,18111,7879,711,8038,758"
"202212,3554003,""TATUÍ"",35,""SÃO PAULO"",""SE"",""SUDESTE"",281857399.94,1129138,311305242.38,112738,312259180.94,868835,291070002.66,217409,63092,4731,63324,4510"
"202401,4214003,""PRESIDENTE GETÚLIO"",42,""SANTA CATARINA"",""SU"",""SUL"",34163782.86,130725,42069743.51,21542,33351574.51,72201,46189527.67,60380,8544,1113,7774,1112"
"202012,3118007,""CONGONHAS"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",8859060.54,18754,4393555.17,1634,9144198.5,17790,4209318.93,1285,5157,316,5086,380"
"202409,5213400,""MOIPORÁ"",52,""GOIÁS"",""CO"",""CENTRO-OESTE"",5396915.11,21585,3221345.31,1250,5151832.7,13902,1674683.4,2914,841,61,816,56"
"202108,4215505,""SANTA CECÍLIA"",42,""SANTA CATARINA"",""SU"",""SUL"",9352093.71,22918,15185850.86,3643,9592149.54,19553,18314171.88,5616,3520,346,3204,381"
"202403,3507001,""BOITUVA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",228986960.03,1025641,313405104.06,118458,242143953.81,635188,298599077.91,208532,38255,4034,37685,3826"
"202406,3554003,""TATUÍ"",35,""SÃO PAULO"",""SE"",""SUDESTE"",422528941.54,2222117,463697890.68,187274,454947152.77,1354970,415036765.6,393397,77628,5958,76748,5584"
"202412,3523701,""ITIRAPUÃ"",35,""SÃO PAULO"",""SE"",""SUDESTE"",16325308.31,120775,18162965.97,6237,16025736.79,65550,6919899.38,19090,3281,185,3254,175"
"202504,5213855,""MORRO AGUDO DE GOIÁS"",52,""GOIÁS"",""CO"",""CENTRO-OESTE"",11184194.84,36656,2286206.64,2326,11162802.72,20714,2130035.56,7446,1198,78,1165,73"
"202307,3113701,""CARLOS CHAGAS"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",42702874.41,207370,29994276.29,7657,43393553.39,150769,36563631.28,29659,9306,422,9535,432"
"202206,1701903,""ARAGUACEMA"",17,""TOCANTINS"",""NO"",""NORTE"",8565708.2,33696,2800934.02,1484,8602578.4,28361,1024271.68,2672,2253,73,2283,69"
"202307,5002902,""CASSILÂNDIA"",50,""MATO GROSSO DO SUL"",""CO"",""CENTRO-OESTE"",52193026.61,216761,20160318.59,17818,59991747.57,149144,20516875.37,49978,11106,780,11113,805"
"202504,2100501,""ALTO PARNAÍBA"",21,""MARANHÃO"",""NE"",""NORDESTE"",47066217.44,271056,12604936.07,14404,42467425.96,152404,14939550.42,52590,6331,285,6166,277"
"202105,3113701,""CARLOS CHAGAS"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",11913499.43,31164,20560016.41,1511,10379716.33,29789,14992562.82,3207,4037,199,4281,214"
"202109,5208806,""GOIANIRA"",52,""GOIÁS"",""CO"",""CENTRO-OESTE"",69138354.31,233626,44079154.4,18331,73067123.77,229891,32260570.42,29137,17813,1117,18891,1048"
"202402,5007901,""SIDROLÂNDIA"",50,""MATO GROSSO DO SUL"",""CO"",""CENTRO-OESTE"",146133163.12,733639,162467033.23,63542,151199870.74,429032,147109977.13,160447,25602,1807,25231,1726"
"202202,2501575,""BARRA DE SANTANA"",25,""PARAÍBA"",""NE"",""NORDESTE"",3151063.97,14676,214154.87,213,3268483.67,15554,178645.77,687,1416,24,1531,16"
"202304,3118007,""CONGONHAS"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",104087137.42,435964,58236386.76,37619,98788323.53,307194,50024180.78,76604,27812,1876,27050,1835"
"202207,3118007,""CONGONHAS"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",83947300.09,312545,49091772.97,26737,80652488.17,242272,39173773.79,46531,24064,1574,23318,1607"
"202105,3500402,""ÁGUAS DA PRATA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",5471510.99,10287,1223173.32,1050,4377200.44,9613,2479748.83,1338,1757,129,1725,144"
"202312,2111029,""SÃO JOÃO DO CARÚ"",21,""MARANHÃO"",""NE"",""NORDESTE"",24178125.7,181797,2416588.17,2262,23668647.12,115823,2140982.96,7069,5647,91,5389,91"
"202310,3523701,""ITIRAPUÃ"",35,""SÃO PAULO"",""SE"",""SUDESTE"",10344412.41,68120,2762676.86,3095,11168464.44,41304,3703692.32,8930,2834,152,2798,144"
"202109,2514453,""SÃO JOSÉ DOS RAMOS"",25,""PARAÍBA"",""NE"",""NORDESTE"",1664081.25,6862,367022.59,189,1786740.87,6736,100816.92,592,740,17,866,16"
"202011,3507001,""BOITUVA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",4944676.38,8701,10359500.19,1130,5060645.53,8522,10248594.86,1231,3615,364,3787,459"
"202203,5007901,""SIDROLÂNDIA"",50,""MATO GROSSO DO SUL"",""CO"",""CENTRO-OESTE"",86067911.77,224658,68062034.54,24476,82289540.92,177251,63225030.43,45243,16472,1184,16910,1152"
"202105,5208806,""GOIANIRA"",52,""GOIÁS"",""CO"",""CENTRO-OESTE"",49108568.18,144508,31978516.86,12105,52848079.03,151565,23482083.97,14416,14204,854,15802,809"
"202312,3113701,""CARLOS CHAGAS"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",50644860.8,301519,31466758.31,10331,48120797.22,203586,32627927.26,39226,10024,443,10115,436"
"202502,3546504,""SANTA ERNESTINA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",18939669.33,124311,4744454.72,5780,17844471.54,60246,3797899.76,16422,3964,184,3855,178"
"202403,2111029,""SÃO JOÃO DO CARÚ"",21,""MARANHÃO"",""NE"",""NORDESTE"",24365709.8,192428,1921137.57,2026,23720702.13,121137,2037237.17,6049,5863,97,5607,91"
"202212,2514701,""SÃO JOSÉ DO SABUGI"",25,""PARAÍBA"",""NE"",""NORDESTE"",5117676.44,25995,694411.79,723,4801609.99,21097,780236.03,2417,1337,46,1401,43"
"202201,4322558,""VANINI"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",1534915.72,4236,840974.11,695,1462649.18,2680,780585.42,1110,541,87,460,73"
"202207,4308805,""GENERAL CÂMARA"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",8683052.29,38304,3045812.62,2097,8060057.49,28357,2841234.18,5275,2988,160,2855,159"
"202405,2610004,""PALMARES"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",177302452.85,1259474,68293811.05,50054,166437885.9,871419,62858851.74,169934,34509,1305,34607,1225"
"202310,2910701,""EUCLIDES DA CUNHA"",29,""BAHIA"",""NE"",""NORDESTE"",106007043.89,597706,35231187.33,29766,106263004.63,449721,33903921,79872,24378,1108,24970,1045"
"202303,2312007,""SANTANA DO ACARAÚ"",23,""CEARÁ"",""NE"",""NORDESTE"",28033584.71,188029,3694407.84,3206,27068335.55,153654,3378256.32,10700,10295,184,10372,174"
"202409,3531704,""MONTEIRO LOBATO"",35,""SÃO PAULO"",""SE"",""SUDESTE"",11730115.82,61018,5176165.66,5176,12505999.21,35988,5532811.99,12492,2424,201,2435,193"
"202409,5213004,""MAURILÂNDIA"",52,""GOIÁS"",""CO"",""CENTRO-OESTE"",35564067.84,227635,8524232.54,8743,32694788,129648,7419506.88,28557,6579,275,6534,247"
"202103,2910701,""EUCLIDES DA CUNHA"",29,""BAHIA"",""NE"",""NORDESTE"",13498151.35,30977,4854461.75,2755,14066597.25,32781,4301502.28,2636,5085,365,6364,376"
"202102,3548807,""SÃO CAETANO DO SUL"",35,""SÃO PAULO"",""SE"",""SUDESTE"",175896166.2,272943,150290214.68,48370,196102464.49,257491,155334589.89,47208,54406,6161,53762,5679"
"202103,2102077,""BOM LUGAR"",21,""MARANHÃO"",""NE"",""NORDESTE"",1139304.79,3050,307990.24,77,1150181.5,3079,59668.71,70,582,15,673,11"
"202207,2111029,""SÃO JOÃO DO CARÚ"",21,""MARANHÃO"",""NE"",""NORDESTE"",11027815.66,54834,1819899.23,1346,11176807.42,42310,1662913.69,3305,3286,87,3256,76"
"202403,4315305,""QUARAÍ"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",48206109.85,255885,23740031.14,15469,45716187.36,152961,12864007,43654,11933,771,11419,763"
"202402,4302105,""BENTO GONÇALVES"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",356603259.09,1382144,454273820.93,172608,368376125.79,768616,505867423.67,418002,72684,9909,68903,9542"
"202403,2600054,""ABREU E LIMA"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",259259276.52,2199833,90231895.11,75902,258311260.3,1628538,68891871.49,217017,58734,1857,59023,1754"
"202209,4322558,""VANINI"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",2735305.04,6893,1433607.92,1023,2442469.36,4159,1500457.76,1868,673,103,568,96"
"202012,2501575,""BARRA DE SANTANA"",25,""PARAÍBA"",""NE"",""NORDESTE"",264310,710,16143.81,13,290171.04,785,19640.86,17,187,2,214,4"
"202404,3500402,""ÁGUAS DA PRATA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",21845401.97,90338,12352378.76,6640,24152586.53,58272,13917417.77,13623,4031,306,3876,301"
"202408,2706802,""PIAÇABUÇU"",27,""ALAGOAS"",""NE"",""NORDESTE"",48517904.61,374417,9438819.27,7657,46822306.31,252103,11999939.34,32171,9954,195,9635,186"
"202109,3544251,""ROSANA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",16244523.04,58558,3950581.06,3867,16385157.21,48909,5277025.12,8086,6893,402,6614,413"
"202408,4311627,""LINDOLFO COLLOR"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",15474408.26,96951,38536935.96,7960,14690277.32,52747,30189895.37,15341,3570,274,3360,270"
"202210,3500402,""ÁGUAS DA PRATA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",11820076.78,41728,6094891.13,3715,12898357.11,40317,6408835.42,7211,3197,226,3113,221"
"202503,2514701,""SÃO JOSÉ DO SABUGI"",25,""PARAÍBA"",""NE"",""NORDESTE"",9954590.63,71390,1419989.07,2043,9367574.41,45366,1838946.34,8954,2107,131,2089,103"
"202311,3544251,""ROSANA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",41828698.71,235573,9912468.84,13431,41604823.37,142862,9344483.4,38104,10829,655,10529,631"
"202211,3164001,""SÃO PEDRO DOS FERROS"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",7216270.66,35044,4088724.88,2022,6950050.93,26169,2219346.46,3122,2668,150,2852,156"
"202108,4124202,""SANTO ANTÔNIO DO CAIUÁ"",41,""PARANÁ"",""SU"",""SUL"",1225470.66,3901,716968.43,278,1383544.08,3595,719731.03,374,605,30,599,38"
"202412,3202306,""GUAÇUÍ"",32,""ESPÍRITO SANTO"",""SE"",""SUDESTE"",98055891.36,531372,43783747.04,37751,93685388.22,316859,38599816.14,130684,16197,1426,16104,1307"
"202301,2917201,""ITUAÇU"",29,""BAHIA"",""NE"",""NORDESTE"",19405742.94,86970,3603557.96,3388,20113897.37,62760,3488491.78,12432,5642,235,5609,211"
"202302,2312007,""SANTANA DO ACARAÚ"",23,""CEARÁ"",""NE"",""NORDESTE"",24650429.81,163481,3020850.54,2724,24441333.3,136202,2354825.06,9074,9962,172,9980,164"
"202401,2514453,""SÃO JOSÉ DOS RAMOS"",25,""PARAÍBA"",""NE"",""NORDESTE"",7055410.54,58200,1104143.17,1181,6795420.21,38158,458008.33,4199,2144,42,2177,33"
"202103,3113701,""CARLOS CHAGAS"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",8522475.06,16996,25107593.56,1038,7662227.09,16208,11744052.9,1450,2752,153,3151,160"
"202201,3500402,""ÁGUAS DA PRATA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",8971133.45,22468,2870133.92,1938,8758309.66,19049,3667113.92,3047,2538,182,2447,187"
"202012,2707800,""ROTEIRO"",27,""ALAGOAS"",""NE"",""NORDESTE"",217153.76,807,53349.7,16,269005.2,834,2304.87,10,182,6,204,6"
"202403,4215505,""SANTA CECÍLIA"",42,""SANTA CATARINA"",""SU"",""SUL"",39739926,222920,51196763.06,20646,40484904.36,115075,55831015.68,46201,8415,675,8198,660"
"202404,4203808,""CANOINHAS"",42,""SANTA CATARINA"",""SU"",""SUL"",146879583.06,673483,127737003.97,57778,144874237.38,368457,120875237.81,139839,30148,2825,29069,2736"
"202012,2614709,""TACAIMBÓ"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",444409.86,980,226023.49,73,493870.76,974,223541.08,45,238,9,272,12"
"202105,4302105,""BENTO GONÇALVES"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",87853348.39,179927,117381114.34,32795,94839402.07,161205,130964683.13,52252,33403,4418,31070,4756"
"202202,2600054,""ABREU E LIMA"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",100942332.03,562533,29125810.71,24545,104284438.63,526421,26866564.17,41537,37144,1337,39725,1238"
"202304,3544251,""ROSANA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",32439819.64,160876,7817365.09,9559,33128513.47,109455,7559142.65,28263,10063,582,9912,583"
"202503,3544905,""SALES OLIVEIRA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",46710352.49,211745,33815701.53,19471,45834437.92,111828,29619580.89,53365,6884,578,6662,557"
"202201,2903235,""BARRO ALTO"",29,""BAHIA"",""NE"",""NORDESTE"",6371034.69,31748,535258.46,630,6536119.52,31042,363203.7,1310,3093,76,3138,67"
"202209,3531704,""MONTEIRO LOBATO"",35,""SÃO PAULO"",""SE"",""SUDESTE"",5797966.07,22999,2764025.09,2328,6665057.03,19002,2519098.96,4617,1798,136,1840,137"
"202309,3202306,""GUAÇUÍ"",32,""ESPÍRITO SANTO"",""SE"",""SUDESTE"",53310920.44,279688,27903260.02,22207,51802462.75,185747,30569727.28,66924,13464,1134,13370,1102"
"202111,5007901,""SIDROLÂNDIA"",50,""MATO GROSSO DO SUL"",""CO"",""CENTRO-OESTE"",54014708.83,158691,30517735.33,18577,62042035.03,129401,28093234.62,30100,14174,1073,14377,1009"
"202402,3507001,""BOITUVA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",201045696.26,906763,335203532.17,106322,214806391.88,568394,309983730.75,187905,37656,3942,36979,3737"
"202402,3544251,""ROSANA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",44092077.01,252067,11028917.79,14084,43502302.1,141559,10732851.54,42217,11035,661,10674,650"
"202102,5208806,""GOIANIRA"",52,""GOIÁS"",""CO"",""CENTRO-OESTE"",26099487.05,56360,20347375.33,5442,27314252.99,60682,16577233.81,4401,8658,619,10442,545"
"202212,4108957,""GUAMIRANGA"",41,""PARANÁ"",""SU"",""SUL"",9413636.21,32029,8508315.56,3574,9944666.62,21371,6500601.33,7038,2354,184,2291,184"
"202104,3554003,""TATUÍ"",35,""SÃO PAULO"",""SE"",""SUDESTE"",85114608.9,208475,59383094.78,23710,85959810.98,202865,67521742.72,35121,31937,2524,32461,2509"
"202109,3113701,""CARLOS CHAGAS"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",16441767.94,55329,17319206.01,2602,16013295.01,49110,20985353.72,6324,5406,265,5501,278"
"202408,4201273,""ARABUTÃ"",42,""SANTA CATARINA"",""SU"",""SUL"",8126600.93,26346,34891639.32,3710,9396422.22,13257,38423069.82,6631,1779,244,1631,256"
"202103,2312007,""SANTANA DO ACARAÚ"",23,""CEARÁ"",""NE"",""NORDESTE"",3251901.39,10903,521600.61,296,3086310.73,11433,519915.43,292,2025,50,2399,61"
"202111,2600054,""ABREU E LIMA"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",87693514.5,480187,33125126.58,22089,92336677.81,459498,30909779.85,32475,33861,1233,36533,1161"
"202210,3531704,""MONTEIRO LOBATO"",35,""SÃO PAULO"",""SE"",""SUDESTE"",5958010.53,24933,2612730.48,2602,6981654.28,19818,3281121.57,5321,1818,142,1887,145"
"202503,3548807,""SÃO CAETANO DO SUL"",35,""SÃO PAULO"",""SE"",""SUDESTE"",1117467271.46,2840421,1782604959.01,511081,1191625532.25,1643697,1534249332.45,896910,126970,18317,120524,16752"
"202410,3545308,""SALTO DE PIRAPORA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",144277500.63,896883,211771827.55,66802,150933447.09,526341,200771609.63,162070,28114,1884,27844,1761"
"202208,4314001,""PARAÍ"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",8662443.95,23819,45445551.38,7479,8053182.32,14082,46587323.81,26293,2653,453,2273,468"
"202204,2807204,""SIRIRI"",28,""SERGIPE"",""NE"",""NORDESTE"",5841823.24,29332,1289501,874,5743619.5,24820,1599676.37,1361,2114,51,2233,38"
"202404,5007901,""SIDROLÂNDIA"",50,""MATO GROSSO DO SUL"",""CO"",""CENTRO-OESTE"",208353209.7,850190,171087122.13,70351,190333788.08,485913,171704458.48,183002,26286,1884,26026,1775"
"202503,5007901,""SIDROLÂNDIA"",50,""MATO GROSSO DO SUL"",""CO"",""CENTRO-OESTE"",248219096.85,1104288,201436322.29,90544,267655557.08,592759,199316141.8,258659,28559,2091,28156,1994"
"202205,2501575,""BARRA DE SANTANA"",25,""PARAÍBA"",""NE"",""NORDESTE"",4638513.74,22828,316223.99,312,5036948.3,21828,382492.17,1417,1706,26,1799,23"
"202206,4302105,""BENTO GONÇALVES"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",203190345.9,583823,253714004.36,94613,215726595.87,434767,260626358.39,189506,55880,7424,52876,7174"
"202503,2600054,""ABREU E LIMA"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",310813591.33,2745191,101445834.13,94482,300829781.15,1935142,96583697.44,330659,63664,2190,63385,2034"
"202202,4302105,""BENTO GONÇALVES"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",155216582.71,419030,221225540.53,69619,162444773.11,325800,229762556.67,124447,49283,6705,46736,6475"
