"Data-base,""Código Município"",""Município"",""Código Estado"",""Estado"",""Sigla Região"",""Região"",""Valor Pagador PF "",""Quantidade de Transações Pagador PF"",""Valor Pagador PJ"",""Quantidade de Transações Pagador PJ"",""Valor Recebedor PF"",""Quantidade de Transações Recebedor PF"",""Valor Recebedor PJ"",""Quantidade de Transações Recebedor PJ"",""Quantidade Pagador Pessoa PF"",""Quantidade Pagador Pessoa PJ"",""Quantidade Recebedor Pessoa PF"",""Quantidade Recebedor Pessoa PJ"""
"202312,4312500,""MOSTARDAS"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",34798487.33,167275,17937635.61,12696,36760546.19,95530,16240129.56,36654,6241,472,6083,467"
"202405,4202875,""BRUNÓPOLIS"",42,""SANTA CATARINA"",""SU"",""SUL"",7268593.75,22724,3612585.45,1319,9872624.21,13281,2806193.07,4440,1232,71,1195,75"
"202105,2920205,""MALHADA"",29,""BAHIA"",""NE"",""NORDESTE"",3498953.93,11265,1896607.29,372,3371624.62,11930,1808485.1,429,1773,45,1970,44"
"202212,2701357,""CAMPESTRE"",27,""ALAGOAS"",""NE"",""NORDESTE"",8427579.81,49479,381649.47,746,8069369.8,40626,521892.35,1261,2453,44,2567,37"
"202407,2311355,""QUIXELÔ"",23,""CEARÁ"",""NE"",""NORDESTE"",37773620.23,193034,12196814.34,5348,36322695.29,133127,9825102.31,19330,7117,174,6944,159"
"202402,2302107,""BATURITÉ"",23,""CEARÁ"",""NE"",""NORDESTE"",68628614.27,532601,22310010.84,21896,67903570.61,380331,18546142.97,74740,17372,660,17081,627"
"202106,4304309,""CÂNDIDO GODÓI"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",3216727.81,3681,2164065.78,677,2287268.71,2957,1877118.96,817,865,104,720,115"
"202012,3507803,""BRODOWSKI"",35,""SÃO PAULO"",""SE"",""SUDESTE"",5292535.85,10700,7211029.57,1337,6699169.06,10696,7751888.49,1321,2764,256,2773,310"
"202208,4124202,""SANTO ANTÔNIO DO CAIUÁ"",41,""PARANÁ"",""SU"",""SUL"",2697951.73,11274,1567910.92,515,2687015.21,8664,897921.2,1088,931,37,926,37"
"202104,3145208,""NOVA SERRANA"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",60513697.98,131005,28743308.55,7385,79310175.78,153015,28113436.19,9940,16386,1060,19647,1102"
"202410,2401206,""ARÊS"",24,""RIO GRANDE DO NORTE"",""NE"",""NORDESTE"",28947935.75,251809,31795125.9,5177,26627826.15,173670,51572002.19,54284,7333,152,7280,140"
"202503,2707800,""ROTEIRO"",27,""ALAGOAS"",""NE"",""NORDESTE"",20954220.07,179491,8571970.03,6271,20225385.27,116430,6138618.05,26133,4003,100,3991,93"
"202503,4117503,""PAIÇANDU"",41,""PARANÁ"",""SU"",""SUL"",158130581.32,935473,132401608.51,85562,163634442.34,492345,110595109.41,178091,27147,2391,27279,2301"
"202309,4107652,""FAZENDA RIO GRANDE"",41,""PARANÁ"",""SU"",""SUL"",321601352.57,1944371,251439085.8,202086,349484982.36,1311601,239762303.57,406348,77790,6373,78184,6012"
"202401,2110039,""SANTA LUZIA DO PARUÁ"",21,""MARANHÃO"",""NE"",""NORDESTE"",54122314.84,391907,14383879.38,20710,49546549.28,241036,12305923,71408,11908,302,11710,297"
"202210,2209450,""SANTO ANTÔNIO DOS MILAGRES"",22,""PIAUÍ"",""NE"",""NORDESTE"",1450325.32,13289,40128.33,123,1306500.3,8893,90870.44,103,585,11,636,8"
"202112,2104503,""GOVERNADOR ARCHER"",21,""MARANHÃO"",""NE"",""NORDESTE"",6128903.42,32962,1291292.33,518,5786496.72,28764,1386015.99,1890,2417,28,2332,31"
"202407,3542107,""RAFARD"",35,""SÃO PAULO"",""SE"",""SUDESTE"",26187843.39,144696,28647559.19,9464,26829162.34,80558,20839969.42,17169,5588,398,5421,360"
"202109,2209450,""SANTO ANTÔNIO DOS MILAGRES"",22,""PIAUÍ"",""NE"",""NORDESTE"",453057.69,3096,11747.79,35,458430.76,2863,13921.96,41,353,6,376,5"
"202109,1700400,""ALMAS"",17,""TOCANTINS"",""NO"",""NORTE"",5143630.52,21920,1573796.21,1596,5059492.96,19890,1328819.05,2149,1974,87,2212,85"
"202102,2913002,""IBITIARA"",29,""BAHIA"",""NE"",""NORDESTE"",1563793.99,3429,413178.37,115,1655134.15,3547,145662.52,82,750,28,864,30"
"202106,4202875,""BRUNÓPOLIS"",42,""SANTA CATARINA"",""SU"",""SUL"",849934.3,1748,635343.24,250,1041110.79,1407,314726.53,263,382,27,326,26"
"202406,1502905,""CURUÇÁ"",15,""PARÁ"",""NO"",""NORTE"",60951260.09,640753,17474620.25,16670,58435590.39,439059,14531457.97,43912,18121,344,17826,345"
"202211,2926509,""RIBEIRA DO AMPARO"",29,""BAHIA"",""NE"",""NORDESTE"",13234394.94,66325,1715950.44,1059,12590844.1,52690,1153916.64,3163,4143,82,4193,70"
"202306,2302107,""BATURITÉ"",23,""CEARÁ"",""NE"",""NORDESTE"",56240448.59,392741,17503171.82,20260,55306698.42,309247,13951660.53,56545,15598,623,15798,588"
"202104,2920205,""MALHADA"",29,""BAHIA"",""NE"",""NORDESTE"",2568319.9,7774,2881853.76,298,2217359.17,7410,2944153.95,327,1419,36,1669,41"
"202203,1709005,""GOIATINS"",17,""TOCANTINS"",""NO"",""NORTE"",9043423.83,39001,2737037.04,1589,9661662.53,32358,2487329.83,4329,2638,106,2744,99"
"202304,2903235,""BARRO ALTO"",29,""BAHIA"",""NE"",""NORDESTE"",16045132.84,92936,1042837.57,1480,15804114.37,69563,1182280.32,4467,4974,102,4831,86"
"202206,3547304,""SANTANA DE PARNAÍBA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",520494149.15,1155637,445806205.92,137141,544776232.67,879654,446975231.63,1886650,84524,7494,81680,6705"
"202505,4107702,""FÊNIX"",41,""PARANÁ"",""SU"",""SUL"",6077894.72,27030,1593065.42,1324,6173686.72,14873,1298975.35,3725,2341,117,2113,125"
"202201,3107703,""BOM JESUS DO AMPARO"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",3670388.05,14424,3017206.68,1275,4071299.85,12503,3746970.91,2105,1591,145,1603,135"
"202403,2110039,""SANTA LUZIA DO PARUÁ"",21,""MARANHÃO"",""NE"",""NORDESTE"",61288563.17,446113,10851236.45,19903,55687032.01,283138,10905741.43,75665,12665,294,12457,300"
"202206,1506500,""SANTA IZABEL DO PARÁ"",15,""PARÁ"",""NO"",""NORTE"",75480522.29,456749,69823166.26,17912,79056281.91,412907,101943850.48,44238,24086,792,24565,780"
"202307,3547304,""SANTANA DE PARNAÍBA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",770722569.93,2040530,804966836.08,224121,815852726.67,1378131,880414228.67,2978859,99903,9231,96979,8424"
"202403,1508126,""ULIANÓPOLIS"",15,""PARÁ"",""NO"",""NORTE"",66923584.57,497303,31161855.67,28263,63567728.11,298867,42379824.12,84752,13829,610,13636,605"
"202303,3546504,""SANTA ERNESTINA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",11839685.12,51109,3484782.47,3948,11764474.57,32917,3362817.51,7995,3095,144,3076,134"
"202501,2104503,""GOVERNADOR ARCHER"",21,""MARANHÃO"",""NE"",""NORDESTE"",25398983.42,191377,4002404.92,3355,23218606.02,130021,5463846.34,14008,5129,80,4888,78"
"202309,3103801,""ARAPUÁ"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",4744134.12,16851,1137781.32,1455,4914105.61,10463,1033087.81,3339,1096,100,1042,89"
"202104,2207850,""PAVUSSU"",22,""PIAUÍ"",""NE"",""NORDESTE"",1025119.89,3993,85884.42,111,907938.97,4141,198499.05,154,451,20,543,13"
"202407,4315305,""QUARAÍ"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",59172459.07,301489,26410395.29,19820,53729025.29,177826,14385943.96,51574,12724,826,12022,786"
"202212,3107703,""BOM JESUS DO AMPARO"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",8163463.32,34916,8282097.94,2725,7840334.29,26914,4206261.56,6327,2288,175,2343,173"
"202501,2304277,""ERERÉ"",23,""CEARÁ"",""NE"",""NORDESTE"",14921658.84,96044,2333502.99,3462,13619620.37,58557,2485876.06,13986,3142,88,3073,80"
"202111,2302008,""BARRO"",23,""CEARÁ"",""NE"",""NORDESTE"",8261026.58,41855,1280723.84,1048,8947945.5,59880,1139378.73,2128,4171,86,4452,88"
"202111,2800670,""BOQUIM"",28,""SERGIPE"",""NE"",""NORDESTE"",19926971.11,73298,3725430.21,2533,21618114.54,71649,3806800.15,3366,6101,171,6994,158"
"202504,3159704,""SANTA ROSA DA SERRA"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",11352412.73,57039,3593948.92,1841,10095317.01,31261,3689184.57,6477,2007,108,1886,108"
"202309,2205524,""JÚLIO BORGES"",22,""PIAUÍ"",""NE"",""NORDESTE"",6086693.82,47483,5371646.28,768,5805737.44,70921,5663311.66,1791,2141,37,2123,38"
"202305,4304309,""CÂNDIDO GODÓI"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",9588288.03,21188,20236479.76,2800,9522457.33,10858,25599280.15,7438,2062,252,1760,260"
"202011,3525102,""JARDINÓPOLIS"",35,""SÃO PAULO"",""SE"",""SUDESTE"",1990135.23,4022,5540224.87,586,2092298.4,4142,4538671.2,413,1641,157,1835,177"
"202209,4202875,""BRUNÓPOLIS"",42,""SANTA CATARINA"",""SU"",""SUL"",2952900.23,8474,2001462.87,669,2621185.52,5569,1835614.74,1490,877,53,799,58"
"202212,3547304,""SANTANA DE PARNAÍBA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",705234962.56,1660860,733217518.01,181475,734974464.73,1195414,826033508.44,2550721,92525,8323,90549,7534"
"202308,1502905,""CURUÇÁ"",15,""PARÁ"",""NO"",""NORTE"",40967507.16,404595,10310346.23,12373,38931551.94,297019,9939273.99,30614,15239,291,15065,315"
"202211,2100303,""ALDEIAS ALTAS"",21,""MARANHÃO"",""NE"",""NORDESTE"",13147450.99,104746,1036108.69,1971,12263737.85,78888,7775197.33,6455,5915,80,6049,85"
"202205,4312500,""MOSTARDAS"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",18219089.29,50659,9534287.01,5425,20065949.69,37271,7923086.71,9177,4445,333,4237,308"
"202104,3506904,""BOFETE"",35,""SÃO PAULO"",""SE"",""SUDESTE"",4735693.02,11304,15177544.89,1624,4929016.07,10900,1650490.66,1505,2050,164,2077,163"
"202101,4314704,""PLANALTO"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",839580.41,1383,317014.93,219,861503.73,1149,450340.31,326,496,67,436,95"
"202404,3117009,""COMERCINHO"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",10444121.36,78258,1180543.64,1036,10121273.31,46907,602480.07,3497,2980,63,2918,61"
"202410,2913002,""IBITIARA"",29,""BAHIA"",""NE"",""NORDESTE"",31388071.73,167512,10402618.63,5863,31086954.23,111954,5525838.97,18017,6211,191,5951,183"
"202411,4124202,""SANTO ANTÔNIO DO CAIUÁ"",41,""PARANÁ"",""SU"",""SUL"",6693572.37,39951,2006565.95,2102,6870650.82,22407,2170256.47,4241,1381,66,1375,57"
"202405,2604304,""CEDRO"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",32483354.3,225579,5167329.92,4057,30398140.29,149165,6173968.66,17677,6352,125,6128,121"
"202502,2104503,""GOVERNADOR ARCHER"",21,""MARANHÃO"",""NE"",""NORDESTE"",26055444.06,188762,3395128.15,2910,23278946.77,126096,5094309.29,13016,5168,81,4872,77"
"202204,3107703,""BOM JESUS DO AMPARO"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",5046108.39,19291,3913465.58,1596,5405704.92,16074,3352811.72,2914,1801,150,1818,144"
"202306,2210805,""SIMPLÍCIO MENDES"",22,""PIAUÍ"",""NE"",""NORDESTE"",16848319.61,111763,6328902.98,6934,16187579.79,85520,8248845.93,20261,5412,250,5401,241"
"202012,1703057,""BANDEIRANTES DO TOCANTINS"",17,""TOCANTINS"",""NO"",""NORTE"",225260.89,644,35336.11,25,281119.89,658,802912.18,29,165,4,196,10"
"202103,1700400,""ALMAS"",17,""TOCANTINS"",""NO"",""NORTE"",2591555.55,6956,662315.04,536,2547973.36,6913,1208690.74,562,936,54,1248,54"
"202407,5220280,""SÃO PATRÍCIO"",52,""GOIÁS"",""CO"",""CENTRO-OESTE"",5359377.59,22901,1502812.98,1230,5448290.05,14084,1384329.9,5233,903,47,893,43"
"202501,2605459,""FERNANDO DE NORONHA"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",28719384.59,98721,43184837.12,26945,32910323.54,76932,37111246.95,51657,2647,582,2642,577"
"202304,3546504,""SANTA ERNESTINA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",10733259.55,50644,2817173.6,3773,10514377.37,33375,2393838.64,8035,3118,147,3080,137"
"202111,2110039,""SANTA LUZIA DO PARUÁ"",21,""MARANHÃO"",""NE"",""NORDESTE"",16407858.46,62405,3948309.63,2526,16021567.16,57421,3216049.74,7532,4952,162,5445,165"
"202411,4207205,""IMARUÍ"",42,""SANTA CATARINA"",""SU"",""SUL"",28805908.97,140405,9848774.78,9489,31177402.46,87280,9354720.16,18507,5668,436,5540,407"
"202504,2210607,""SÃO RAIMUNDO NONATO"",22,""PIAUÍ"",""NE"",""NORDESTE"",137025957.51,939643,53176724.38,57997,132518557.73,580755,53818861.6,222751,23612,1348,23709,1260"
"202201,3515608,""FERNANDO PRESTES"",35,""SÃO PAULO"",""SE"",""SUDESTE"",5812081.99,15098,7269146.62,1618,5127163.06,11291,8891287.45,2835,1732,128,1586,143"
"202111,4106803,""CRUZ MACHADO"",41,""PARANÁ"",""SU"",""SUL"",6574754.3,17656,2921919.77,2075,6605010.26,14635,2743799.35,3795,2744,207,2546,227"
"202202,5210802,""ITAJÁ"",52,""GOIÁS"",""CO"",""CENTRO-OESTE"",6441884.84,18866,1436993.56,1486,5909959.43,13795,1318692.92,3413,1661,101,1632,97"
"202412,2103604,""COROATÁ"",21,""MARANHÃO"",""NE"",""NORDESTE"",162180834.95,1404222,34469392.2,44641,152484973.15,887357,28820003.23,166498,34666,719,34016,693"
"202204,3127404,""GONÇALVES"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",6002032.44,17273,3381627.5,2711,7310906.53,14473,3498498.03,5038,1667,206,1676,187"
"202112,2103109,""CEDRAL"",21,""MARANHÃO"",""NE"",""NORDESTE"",5390729.89,30948,422834.53,381,5275142.94,27306,247569.1,980,2294,34,2477,33"
"202203,1506500,""SANTA IZABEL DO PARÁ"",15,""PARÁ"",""NO"",""NORTE"",62080104.09,335308,70164405,14875,65366897.77,310778,125691091.64,33196,20842,719,21938,693"
"202210,3515129,""EMILIANÓPOLIS"",35,""SÃO PAULO"",""SE"",""SUDESTE"",4298992.78,16378,1364276.53,1036,4125986.8,11223,2608770.17,2579,1107,67,1081,66"
"202503,3525102,""JARDINÓPOLIS"",35,""SÃO PAULO"",""SE"",""SUDESTE"",170209166.06,987926,725644484.67,88018,180907968.34,551484,628580187.3,188144,26643,2578,26449,2449"
"202310,2604700,""CORRENTES"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",22447898.71,134557,3645200.25,2887,23468115.42,97223,3682020.86,7616,5711,96,5583,86"
"202011,1502905,""CURUÇÁ"",15,""PARÁ"",""NO"",""NORTE"",502243.59,1652,86084.67,66,533042.54,1681,45245.83,35,591,21,536,14"
"202203,4107702,""FÊNIX"",41,""PARANÁ"",""SU"",""SUL"",5270051.82,15450,1610458.2,1373,4606544.77,12438,1641057.76,2179,1440,89,1472,87"
"202012,2709400,""VIÇOSA"",27,""ALAGOAS"",""NE"",""NORDESTE"",1675652.22,4316,118149.3,83,1796924.63,4633,51185.09,64,849,30,1085,28"
"202402,2205524,""JÚLIO BORGES"",22,""PIAUÍ"",""NE"",""NORDESTE"",7143413.16,58509,3569912.99,813,6739264.97,34691,2632329.89,2448,2341,38,2271,34"
"202204,2914000,""IPIRÁ"",29,""BAHIA"",""NE"",""NORDESTE"",50603058.02,200952,12602533.51,9427,51751772.83,185937,10344347.67,16660,14949,694,16233,649"
"202206,2304277,""ERERÉ"",23,""CEARÁ"",""NE"",""NORDESTE"",4754855.84,26232,543007.33,925,4690053.99,22792,460079.39,2013,1805,54,1880,41"
"202309,3546504,""SANTA ERNESTINA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",12743408.79,68802,3761228.56,4599,13935571.83,40553,3529299.38,9919,3374,161,3311,143"
"202205,1716109,""PARAÍSO DO TOCANTINS"",17,""TOCANTINS"",""NO"",""NORTE"",147540743.63,442116,57345227.88,40824,149590138.92,370196,62160658.36,93109,24011,1807,25583,1797"
"202307,5102793,""CARLINDA"",51,""MATO GROSSO"",""CO"",""CENTRO-OESTE"",19615330.57,72520,6523276.16,5176,20413171.86,45384,6841080.05,13836,4364,273,4247,273"
"202312,3104908,""BAEPENDI"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",36349360.38,136271,24854185.92,14529,39717463.04,102169,23911530.44,33119,7788,773,8021,755"
"202012,4122909,""SALTO DO ITARARÉ"",41,""PARANÁ"",""SU"",""SUL"",526414.13,1229,58233.85,64,597587.95,1163,97521.62,93,311,17,299,20"
"202504,2606408,""GRAVATÁ"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",298483454.27,1697845,125562183.45,110530,309429452.09,1235162,126277073.99,363431,48026,2979,47836,2738"
"202306,5210802,""ITAJÁ"",52,""GOIÁS"",""CO"",""CENTRO-OESTE"",13266229.12,46685,2659571.71,2960,13785216.72,28974,2700763.12,8365,2361,136,2301,124"
"202212,3515129,""EMILIANÓPOLIS"",35,""SÃO PAULO"",""SE"",""SUDESTE"",5659256.47,19709,2384271.5,1255,4929747.78,13121,3415230.74,3464,1154,72,1155,70"
"202107,2606408,""GRAVATÁ"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",59763413.1,167659,35024674.72,15989,65692269.91,185489,33775689.22,23860,18107,1225,20377,1153"
"202208,3547304,""SANTANA DE PARNAÍBA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",575415264.76,1272614,550294562.32,155101,610827462.95,959838,569768768.27,2135336,87078,7927,84329,7157"
"202505,3123304,""DORES DO TURVO"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",4579853.83,19139,1332276.17,1099,4343993.12,13165,1319327.74,4767,1939,142,1739,132"
"202101,3556909,""VISTA ALEGRE DO ALTO"",35,""SÃO PAULO"",""SE"",""SUDESTE"",1435741.44,2092,4295829.83,305,1861277.03,1901,3600766.95,231,542,41,573,55"
"202105,3547304,""SANTANA DE PARNAÍBA"",35,""SÃO PAULO"",""SE"",""SUDESTE"",292438231.11,470661,163018821.38,50155,286527856.84,400084,188857073.05,151421,60831,4872,57366,4362"
"202206,4304671,""CAPIVARI DO SUL"",43,""RIO GRANDE DO SUL"",""SU"",""SUL"",10680056.78,24518,9909306.23,3842,9655639.02,17080,6783164.36,7360,2031,209,1876,202"
"202106,3147808,""PASSA VINTE"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",841274.13,2030,401079.25,210,812997.23,2105,494978.77,159,354,19,375,23"
"202210,2604700,""CORRENTES"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",18175704.14,67666,1829642.92,1444,18137576.03,58427,3547307.13,2919,4206,76,4293,65"
"202406,2205524,""JÚLIO BORGES"",22,""PIAUÍ"",""NE"",""NORDESTE"",9127894.39,76451,4864449.62,981,8567128.12,47546,4044709.19,3161,2521,44,2464,44"
"202103,3147808,""PASSA VINTE"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",294007.09,1048,239897.64,105,419245.97,1229,75398.06,61,207,14,240,15"
"202310,3144508,""NAZARENO"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",17724815.13,75048,10437231.27,5014,16547656.45,43446,8914536.83,14811,3613,226,3552,211"
"202311,2104503,""GOVERNADOR ARCHER"",21,""MARANHÃO"",""NE"",""NORDESTE"",17202138.75,140631,1619505.5,1598,15706121.71,95450,2055550.99,7774,4450,58,4188,53"
"202504,4117503,""PAIÇANDU"",41,""PARANÁ"",""SU"",""SUL"",155609314.3,938463,129625107.31,84578,165286510.02,488848,105314587.79,175833,27298,2397,27383,2310"
"202303,3204500,""SANTA LEOPOLDINA"",32,""ESPÍRITO SANTO"",""SE"",""SUDESTE"",14091842.55,61402,5230084.52,4099,13258032.94,42583,4350873.05,12091,3976,173,3836,182"
"202111,1502905,""CURUÇÁ"",15,""PARÁ"",""NO"",""NORTE"",13559681.53,88500,3152002.77,3241,13486874.47,84408,2379675.73,4954,7265,181,7555,178"
"202401,3145208,""NOVA SERRANA"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",444869476.16,1576984,153355309.04,80395,479011954.27,1052193,193674994.98,303259,52018,4761,51983,4576"
"202404,2205524,""JÚLIO BORGES"",22,""PIAUÍ"",""NE"",""NORDESTE"",8221049.16,69622,7024538.03,835,7437700.73,40988,5938585.99,3141,2431,38,2346,42"
"202407,3507803,""BRODOWSKI"",35,""SÃO PAULO"",""SE"",""SUDESTE"",96066055.16,432984,87340319.73,50073,118755594.64,299936,77453950.43,109477,14993,1629,14873,1527"
"202103,3164902,""SÃO SEBASTIÃO DO RIO VERDE"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",600406.1,867,170977.59,53,531305.63,794,199237.73,107,184,14,231,19"
"202412,1703057,""BANDEIRANTES DO TOCANTINS"",17,""TOCANTINS"",""NO"",""NORTE"",16056323.99,74345,2711332.94,2641,17141760.88,41187,6134615.64,11704,1741,63,1716,54"
"202408,2913002,""IBITIARA"",29,""BAHIA"",""NE"",""NORDESTE"",33082341.57,165490,7693567.96,4679,33144479.8,107701,4861205.23,15747,6168,164,5884,166"
"202403,4124202,""SANTO ANTÔNIO DO CAIUÁ"",41,""PARANÁ"",""SU"",""SUL"",6009647.97,35271,1290300.22,1212,5333596.06,18730,1544841.5,3390,1291,54,1273,52"
"202502,2103604,""COROATÁ"",21,""MARANHÃO"",""NE"",""NORDESTE"",133005396.6,1197037,32806864.51,37259,123674697.23,753001,30628666.65,140125,34424,746,33835,727"
"202108,2913002,""IBITIARA"",29,""BAHIA"",""NE"",""NORDESTE"",5781334.09,17125,1314676.69,503,6172213.05,16171,920820.67,792,2214,66,2241,68"
"202504,4107652,""FAZENDA RIO GRANDE"",41,""PARANÁ"",""SU"",""SUL"",512469523.17,3449538,438448828.93,322808,534547192.75,1954023,412081467,697671,93320,8491,92793,7980"
"202402,2701357,""CAMPESTRE"",27,""ALAGOAS"",""NE"",""NORDESTE"",12936653.08,94097,812227.56,1553,12363208.65,63242,833233.76,3816,3278,53,3252,50"
"202310,3542107,""RAFARD"",35,""SÃO PAULO"",""SE"",""SUDESTE"",19114462.93,105408,15442753.43,7873,21569809.29,65241,12498289.76,12735,5069,362,4886,343"
"202108,2210607,""SÃO RAIMUNDO NONATO"",22,""PIAUÍ"",""NE"",""NORDESTE"",21929979.22,79800,8257890.32,4680,21483516.07,77016,8272563.94,10347,7874,424,8992,469"
"202305,1709005,""GOIATINS"",17,""TOCANTINS"",""NO"",""NORTE"",19393552.39,100319,4393851.48,3977,18532142.67,68912,4413878.32,10250,4054,135,4000,125"
"202311,2516201,""SOUSA"",25,""PARAÍBA"",""NE"",""NORDESTE"",170808330.46,910527,70174802.23,44632,165114778.42,665696,86350708.2,159228,32209,1638,32115,1545"
"202102,3159704,""SANTA ROSA DA SERRA"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",494533.48,970,31435.33,62,503661.13,922,52562.09,72,259,18,294,17"
"202305,2706802,""PIAÇABUÇU"",27,""ALAGOAS"",""NE"",""NORDESTE"",25942072.45,175041,6064329.9,4318,24835388.1,139413,6965729.4,15516,7530,156,7493,152"
"202307,2800670,""BOQUIM"",28,""SERGIPE"",""NE"",""NORDESTE"",52370934.06,307447,9500070.55,8617,53815848.52,228069,11491079.87,22412,11719,324,12366,288"
"202407,2925709,""PRESIDENTE JÂNIO QUADROS"",29,""BAHIA"",""NE"",""NORDESTE"",19521812.06,119542,3736310.43,4472,19647253.94,69127,3487561.09,14779,4920,193,4808,148"
"202304,2707800,""ROTEIRO"",27,""ALAGOAS"",""NE"",""NORDESTE"",9607031.82,70947,3663116.34,2985,9358903.09,54306,1146535.46,8556,2914,70,3006,64"
"202403,3157252,""SANTA BÁRBARA DO LESTE"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",17146403.17,84827,4674297.31,3942,16099214.97,51099,3615056.68,11478,3748,193,3598,185"
"202107,3103801,""ARAPUÁ"",31,""MINAS GERAIS"",""SE"",""SUDESTE"",1488403.1,3256,254344.65,289,1805280.65,2444,315932.22,388,532,38,473,55"
"202405,1506500,""SANTA IZABEL DO PARÁ"",15,""PARÁ"",""NO"",""NORTE"",177107070.67,1481819,119148350.44,60477,175272943.89,1019365,149037920.33,177938,37139,1238,36804,1150"
"202407,2605459,""FERNANDO DE NORONHA"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",24078034.32,94042,28424113.29,20038,28168825.56,68295,26393348.74,35802,2607,527,2606,512"
"202311,2701357,""CAMPESTRE"",27,""ALAGOAS"",""NE"",""NORDESTE"",11656444.45,88715,560481.32,1489,11331815.89,59794,612104.36,2842,3150,52,3164,48"
"202011,2606408,""GRAVATÁ"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",1969276.46,5110,974515.62,402,2299723.54,5471,868650.86,391,1825,131,2235,152"
"202406,2413607,""SEVERIANO MELO"",24,""RIO GRANDE DO NORTE"",""NE"",""NORDESTE"",15730556.65,102795,2473885.47,3643,14511991.93,76348,3808894,11098,3357,96,3194,83"
"202309,2610004,""PALMARES"",26,""PERNAMBUCO"",""NE"",""NORDESTE"",126135700.28,842543,53242314.76,37966,119680300.57,632947,48294764.37,118633,30954,1175,31271,1064"
"202101,2702801,""FLEXEIRAS"",27,""ALAGOAS"",""NE"",""NORDESTE"",639322.59,2045,141903.49,50,696619.27,2133,80908.59,34,436,11,600,9"
"202302,2800670,""BOQUIM"",28,""SERGIPE"",""NE"",""NORDESTE"",41106125.01,210330,7700672.22,6140,42879370.49,169538,9656469.45,15927,10501,284,10999,253"
"202011,5107107,""SÃO JOSÉ DOS QUATRO MARCOS"",51,""MATO GROSSO"",""CO"",""CENTRO-OESTE"",557777.48,1067,133448.81,54,639784.55,1102,69014.96,37,441,27,477,26"
"202011,2104503,""GOVERNADOR ARCHER"",21,""MARANHÃO"",""NE"",""NORDESTE"",144206.27,486,14550,5,158667.11,525,10200,3,157,3,163,3"
"202110,3515129,""EMILIANÓPOLIS"",35,""SÃO PAULO"",""SE"",""SUDESTE"",2089657.61,7078,1051211.53,493,2308165.99,5816,1721666.93,869,800,53,769,52"
"202210,1500701,""ANAJÁS"",15,""PARÁ"",""NO"",""NORTE"",22425798.11,93766,5966852.48,2004,19083556.03,75496,4193583.03,3640,5827,100,5278,80"
"202501,4107652,""FAZENDA RIO GRANDE"",41,""PARANÁ"",""SU"",""SUL"",462383104.17,3128395,371882087.27,283266,474605100.07,1768235,338246821.01,602985,91034,8080,90390,7585"
"202502,2401206,""ARÊS"",24,""RIO GRANDE DO NORTE"",""NE"",""NORDESTE"",28170687.31,259942,32204858.15,4650,26569575.54,172995,52011991.2,51684,7508,160,7448,153"
"202502,4207205,""IMARUÍ"",42,""SANTA CATARINA"",""SU"",""SUL"",28141000.27,131022,9052634.75,9506,30508950.61,80848,9012757.13,18542,5665,462,5554,431"
"202309,2913002,""IBITIARA"",29,""BAHIA"",""NE"",""NORDESTE"",20236884.48,114025,3102426.36,2959,20687436.53,75783,2816813.44,9338,5232,131,5046,126"
